__time,/time/dim,/time/time
1694537270.182684,506000.000000000,458704.000000000
1694537270.238309,507000.000000000,468705.000000000
1694537270.294130,508000.000000000,521466.000000000
1694537270.350197,509000.000000000,459538.000000000
1694537270.405330,510000.000000000,456674.000000000
1694537270.461111,511000.000000000,452090.000000000
1694537270.517119,512000.000000000,452247.000000000
1694537270.572880,513000.000000000,461204.000000000
1694537270.629212,514000.000000000,452507.000000000
1694537270.684989,515000.000000000,458184.000000000
1694537270.741659,516000.000000000,452455.000000000
1694537270.797331,517000.000000000,463601.000000000
1694537270.854880,518000.000000000,443288.000000000
1694537270.911730,519000.000000000,458601.000000000
1694537270.968308,520000.000000000,484434.000000000
1694537271.025744,521000.000000000,490893.000000000
1694537271.082567,522000.000000000,461257.000000000
1694537271.139403,523000.000000000,465996.000000000
1694537271.196815,524000.000000000,467507.000000000
1694537271.254932,525000.000000000,555321.000000000
1694537271.312738,526000.000000000,446569.000000000
1694537271.371395,527000.000000000,464538.000000000
1694537271.429160,528000.000000000,468444.000000000
1694537271.486389,529000.000000000,453444.000000000
1694537271.545078,530000.000000000,470007.000000000
1694537271.603212,531000.000000000,514070.000000000
1694537271.661975,532000.000000000,458236.000000000
1694537271.720541,533000.000000000,446986.000000000
1694537271.779610,534000.000000000,446413.000000000
1694537271.838263,535000.000000000,458757.000000000
1694537271.897414,536000.000000000,453757.000000000
1694537271.956197,537000.000000000,474747.000000000
1694537272.015564,538000.000000000,460840.000000000
1694537272.075614,539000.000000000,513446.000000000
1694537272.134660,540000.000000000,478653.000000000
1694537272.193733,541000.000000000,464539.000000000
1694537272.253041,542000.000000000,448861.000000000
1694537272.312788,543000.000000000,453809.000000000
1694537272.372547,544000.000000000,454903.000000000
1694537272.431976,545000.000000000,481414.000000000
1694537272.491776,546000.000000000,461205.000000000
1694537272.551493,547000.000000000,453444.000000000
1694537272.612162,548000.000000000,480633.000000000
1694537272.673029,549000.000000000,471674.000000000
1694537272.734277,550000.000000000,447403.000000000
1694537272.794412,551000.000000000,457924.000000000
1694537272.854453,552000.000000000,457663.000000000
1694537272.919279,553000.000000000,459747.000000000
1694537272.975070,554000.000000000,472403.000000000
1694537273.036172,555000.000000000,498549.000000000
1694537273.097823,556000.000000000,462871.000000000
1694537273.158929,557000.000000000,530685.000000000
1694537273.219853,558000.000000000,493237.000000000
1694537273.281462,559000.000000000,460944.000000000
1694537273.343441,560000.000000000,458184.000000000
1694537273.405304,561000.000000000,472351.000000000
1694537273.466427,562000.000000000,491257.000000000
1694537273.528750,563000.000000000,476205.000000000
1694537273.590244,564000.000000000,462299.000000000
1694537273.652352,565000.000000000,498393.000000000
1694537273.714038,566000.000000000,474382.000000000
1694537273.776961,567000.000000000,520789.000000000
1694537273.839389,568000.000000000,471570.000000000
1694537273.901497,569000.000000000,501257.000000000
1694537273.964803,570000.000000000,485163.000000000
1694537274.027605,571000.000000000,472924.000000000
1694537274.090123,572000.000000000,537456.000000000
1694537274.152854,573000.000000000,461726.000000000
1694537274.215912,574000.000000000,510789.000000000
1694537274.278793,575000.000000000,491049.000000000
1694537274.341805,576000.000000000,500372.000000000
1694537274.405145,577000.000000000,480841.000000000
1694537274.469242,578000.000000000,596832.000000000
1694537274.534747,579000.000000000,500997.000000000
1694537274.596292,580000.000000000,549852.000000000
1694537274.660021,581000.000000000,487195.000000000
1694537274.724268,582000.000000000,493392.000000000
1694537274.788228,583000.000000000,444747.000000000
1694537274.851254,584000.000000000,473549.000000000
1694537274.917028,585000.000000000,499018.000000000
1694537274.980340,586000.000000000,519903.000000000
1694537275.044254,587000.000000000,510841.000000000
1694537275.111811,588000.000000000,465267.000000000
1694537275.174073,589000.000000000,569591.000000000
1694537275.238887,590000.000000000,469747.000000000
1694537275.303383,591000.000000000,470945.000000000
1694537275.367992,592000.000000000,537247.000000000
1694537275.433928,593000.000000000,451674.000000000
1694537275.498305,594000.000000000,453288.000000000
1694537275.563586,595000.000000000,483654.000000000
1694537275.628509,596000.000000000,457871.000000000
1694537275.693588,597000.000000000,484851.000000000
1694537275.759039,598000.000000000,496153.000000000
1694537275.825708,599000.000000000,560061.000000000
1694537275.892044,600000.000000000,554019.000000000
1694537275.957646,601000.000000000,473757.000000000
1694537276.027893,602000.000000000,1605024.000000000
1694537276.095976,603000.000000000,512456.000000000
1694537276.161722,604000.000000000,482715.000000000
1694537276.228255,605000.000000000,570165.000000000
1694537276.295166,606000.000000000,483757.000000000
1694537276.361530,607000.000000000,518966.000000000
1694537276.429610,608000.000000000,503498.000000000
1694537276.495748,609000.000000000,536467.000000000
1694537276.562617,610000.000000000,513810.000000000
1694537276.630301,611000.000000000,473809.000000000
1694537276.696526,612000.000000000,493965.000000000
1694537276.772854,613000.000000000,483549.000000000
1694537276.833616,614000.000000000,504070.000000000
1694537276.900929,615000.000000000,519904.000000000
1694537276.968565,616000.000000000,550269.000000000
1694537277.036772,617000.000000000,570425.000000000
1694537277.106084,618000.000000000,1991801.000000000
1694537277.176065,619000.000000000,707875.000000000
1694537277.315854,621000.000000000,1477418.000000000
1694537277.384968,622000.000000000,1469970.000000000
1694537277.454596,623000.000000000,1395750.000000000
1694537277.534802,624000.000000000,1687265.000000000
1694537277.607528,625000.000000000,1624921.000000000
1694537277.681358,626000.000000000,1245540.000000000
1694537277.748463,627000.000000000,828085.000000000
1694537277.818056,628000.000000000,521935.000000000
1694537277.887817,629000.000000000,550789.000000000
1694537277.958068,630000.000000000,541831.000000000
1694537278.025333,631000.000000000,528550.000000000
1694537278.094860,632000.000000000,482559.000000000
1694537278.165056,633000.000000000,466205.000000000
1694537278.234264,634000.000000000,572092.000000000
1694537278.304309,635000.000000000,529747.000000000
1694537278.373009,636000.000000000,497404.000000000
1694537278.443781,637000.000000000,476570.000000000
1694537278.513351,638000.000000000,493393.000000000
1694537278.583567,639000.000000000,468705.000000000
1694537278.653617,640000.000000000,525997.000000000
