__time,/time/dim,/time/time
1694535928.083261,483000.000000000,2097137.000000000
1694535928.136736,484000.000000000,2016926.000000000
1694535928.190095,485000.000000000,1899788.000000000
1694535928.244119,486000.000000000,2170107.000000000
1694535928.298134,487000.000000000,1944476.000000000
1694535928.352729,488000.000000000,2051719.000000000
1694535928.406889,489000.000000000,1940883.000000000
1694535928.461238,490000.000000000,1955518.000000000
1694535928.516110,491000.000000000,2004791.000000000
1694535928.570533,492000.000000000,1980831.000000000
1694535928.625642,493000.000000000,1946247.000000000
1694535928.680642,494000.000000000,1931768.000000000
1694535928.735754,495000.000000000,2375998.000000000
1694535928.790525,496000.000000000,2146461.000000000
1694535928.845407,497000.000000000,1970883.000000000
1694535928.901060,498000.000000000,1948538.000000000
1694535928.959702,499000.000000000,2105678.000000000
1694535929.015169,500000.000000000,2046094.000000000
1694535929.070876,501000.000000000,1971091.000000000
1694535929.126922,502000.000000000,2052969.000000000
1694535929.182850,503000.000000000,1971665.000000000
1694535929.238667,504000.000000000,2191983.000000000
1694535929.294442,505000.000000000,2196462.000000000
1694535929.349614,506000.000000000,1984165.000000000
1694535929.405891,507000.000000000,2031562.000000000
1694535929.462681,508000.000000000,2005207.000000000
1694535929.520497,509000.000000000,2034844.000000000
1694535929.577106,510000.000000000,1984842.000000000
1694535929.633286,511000.000000000,1981300.000000000
1694535929.690228,512000.000000000,2025989.000000000
1694535929.747358,513000.000000000,2089532.000000000
1694535929.804393,514000.000000000,2030155.000000000
1694535929.861053,515000.000000000,2031874.000000000
1694535929.918236,516000.000000000,2003176.000000000
1694535929.975654,517000.000000000,2100418.000000000
1694535930.033276,518000.000000000,2004582.000000000
1694535930.091402,519000.000000000,2041510.000000000
1694535930.148837,520000.000000000,2027604.000000000
1694535930.206937,521000.000000000,1991040.000000000
1694535930.264676,522000.000000000,2040521.000000000
1694535930.322371,523000.000000000,2026510.000000000
1694535930.379896,524000.000000000,1373733.000000000
1694535931.815544,542000.000000000,1603374.000000000
1694535931.881891,543000.000000000,1407587.000000000
1694535931.956070,544000.000000000,1419463.000000000
1694535932.028715,545000.000000000,1364150.000000000
1694535932.104645,546000.000000000,1342013.000000000
1694535932.184662,547000.000000000,1564050.000000000
1694535932.264705,548000.000000000,4787778.000000000
1694535932.346780,549000.000000000,5390553.000000000
1694535932.431514,550000.000000000,1606083.000000000
1694535932.521210,551000.000000000,1418057.000000000
1694535933.037915,557000.000000000,1724523.000000000
1694535933.216820,559000.000000000,1509517.000000000
1694535933.304797,560000.000000000,1910570.000000000
1694535934.001178,568000.000000000,1598114.000000000
1694535934.091710,569000.000000000,1460506.000000000
1694535934.250644,571000.000000000,1527852.000000000
1694535934.865330,578000.000000000,1521497.000000000
1694535935.030037,580000.000000000,1482173.000000000
1694535935.097521,581000.000000000,1513476.000000000
1694535935.249569,583000.000000000,1666969.000000000
1694535935.318116,584000.000000000,1926612.000000000
1694535935.386751,585000.000000000,1488527.000000000
1694535935.456498,586000.000000000,1567905.000000000
1694535935.621481,588000.000000000,1551133.000000000
1694535935.809829,590000.000000000,1762806.000000000
1694535935.997183,592000.000000000,1500871.000000000
1694535936.083458,593000.000000000,1503840.000000000
1694535936.259322,595000.000000000,1498475.000000000
1694535936.354650,596000.000000000,2072709.000000000
1694535936.505695,598000.000000000,1459464.000000000
1694535936.583893,599000.000000000,1579519.000000000
1694535936.682847,600000.000000000,3631394.000000000
1694535936.766160,601000.000000000,1632385.000000000
1694535936.853216,602000.000000000,1484725.000000000
1694535936.946450,603000.000000000,1654782.000000000
1694535937.041721,604000.000000000,1463110.000000000
1694535937.135042,605000.000000000,1728950.000000000
1694535937.698522,611000.000000000,3880203.000000000
1694535937.782693,612000.000000000,1671084.000000000
1694535937.867174,613000.000000000,1479620.000000000
1694535937.956081,614000.000000000,3607852.000000000
1694535938.201561,617000.000000000,2190524.000000000
1694535938.278339,618000.000000000,1486548.000000000
1694535938.358092,619000.000000000,1478371.000000000
1694535938.437205,620000.000000000,1511705.000000000
1694535938.517011,621000.000000000,1699053.000000000
1694535938.596863,622000.000000000,1502955.000000000
1694535938.677354,623000.000000000,1516236.000000000
1694535938.839833,625000.000000000,1497121.000000000
1694535938.922136,626000.000000000,1501548.000000000
1694535939.010035,627000.000000000,1462590.000000000
1694535939.093521,628000.000000000,1525924.000000000
1694535939.183263,629000.000000000,4020050.000000000
1694535939.267782,630000.000000000,3763376.000000000
1694535939.355748,631000.000000000,1518893.000000000
1694535939.442443,632000.000000000,3576601.000000000
1694535939.799124,636000.000000000,1534935.000000000
1694535939.886087,637000.000000000,3544361.000000000
1694535939.970705,638000.000000000,3439150.000000000
1694535940.055986,639000.000000000,3414305.000000000
1694535940.142038,640000.000000000,1576446.000000000
1694535940.239660,641000.000000000,1681449.000000000
1694535940.623118,645000.000000000,1535873.000000000
1694535940.709920,646000.000000000,1487746.000000000
1694535940.803727,647000.000000000,1517278.000000000
1694535940.903783,648000.000000000,1588790.000000000
1694535941.098266,650000.000000000,1520351.000000000
1694535941.185863,651000.000000000,1543060.000000000
1694535941.279198,652000.000000000,1524309.000000000
1694535941.378316,653000.000000000,1581498.000000000
1694535941.572947,655000.000000000,1522279.000000000
1694535941.660964,656000.000000000,3838118.000000000
1694535941.752775,657000.000000000,1676761.000000000
1694535941.841941,658000.000000000,1712543.000000000
1694535942.026309,660000.000000000,1663219.000000000
1694535942.121845,661000.000000000,1515767.000000000
1694535942.224579,662000.000000000,1556394.000000000
1694535942.331116,663000.000000000,1536757.000000000
1694535942.409021,664000.000000000,2295944.000000000
1694535942.491483,665000.000000000,1567956.000000000
1694535942.578049,666000.000000000,1510039.000000000
1694535942.668647,667000.000000000,1516653.000000000
1694535942.766250,668000.000000000,1543216.000000000
1694535942.868343,669000.000000000,1524778.000000000
1694535942.972455,670000.000000000,1706710.000000000
1694535943.194918,671000.000000000,1650355.000000000
1694535943.194982,672000.000000000,1603843.000000000
1694535943.955360,679000.000000000,1722336.000000000
1694535944.057075,680000.000000000,1564363.000000000
1694535944.158997,681000.000000000,1638271.000000000
1694535944.686343,686000.000000000,1884111.000000000
1694535944.778346,687000.000000000,1738117.000000000
1694535944.867470,688000.000000000,1566654.000000000
1694535944.950743,689000.000000000,1625614.000000000
1694535945.129814,691000.000000000,1572175.000000000
1694535945.223953,692000.000000000,1608218.000000000
1694535945.323997,693000.000000000,1646968.000000000
1694535945.417325,694000.000000000,1685668.000000000
1694535945.510968,695000.000000000,1844162.000000000
1694535945.607262,696000.000000000,1555248.000000000
1694535945.703504,697000.000000000,1619937.000000000
1694535945.799623,698000.000000000,1842130.000000000
1694535946.108963,701000.000000000,1573998.000000000
1694535946.203149,702000.000000000,1697335.000000000
1694535946.402925,704000.000000000,3423733.000000000
1694535946.499015,705000.000000000,1555091.000000000
1694535946.602808,706000.000000000,1583373.000000000
1694535946.713934,707000.000000000,1596030.000000000
1694535946.839671,708000.000000000,2911376.000000000
1694535947.048770,710000.000000000,3256437.000000000
1694535947.144042,711000.000000000,1734263.000000000
1694535947.248231,712000.000000000,1674938.000000000
1694535947.466038,714000.000000000,1564519.000000000
1694535947.549939,715000.000000000,1841765.000000000
1694535947.636213,716000.000000000,1637386.000000000
1694535947.722084,717000.000000000,1617489.000000000
1694535947.807901,718000.000000000,1652438.000000000
1694535947.893812,719000.000000000,1630145.000000000
1694535947.981443,720000.000000000,1596134.000000000
1694535948.067833,721000.000000000,1612750.000000000
1694535948.156205,722000.000000000,1896298.000000000
1694535948.242997,723000.000000000,1708169.000000000
1694535948.430805,725000.000000000,1533320.000000000
1694535948.527462,726000.000000000,3783534.000000000
1694535948.628958,727000.000000000,4454905.000000000
1694535948.738479,728000.000000000,1729210.000000000
1694535948.851852,729000.000000000,5591183.000000000
1694535948.969729,730000.000000000,2613399.000000000
1694535949.086501,731000.000000000,6236408.000000000
1694535949.209329,732000.000000000,1689574.000000000
1694535950.204374,740000.000000000,1737127.000000000
1694535950.304856,741000.000000000,1621708.000000000
1694535950.507858,743000.000000000,1761294.000000000
1694535950.700975,745000.000000000,1776191.000000000
1694535950.800058,746000.000000000,1900621.000000000
1694535950.900527,747000.000000000,1620093.000000000
1694535951.001186,748000.000000000,1604312.000000000
1694535951.103222,749000.000000000,1865568.000000000
1694535951.204116,750000.000000000,1808588.000000000
1694535951.305677,751000.000000000,2009426.000000000
1694535951.408354,752000.000000000,1937602.000000000
1694535951.871222,756000.000000000,2020520.000000000
1694535951.987460,757000.000000000,2452822.000000000
1694535952.109516,758000.000000000,2417925.000000000
1694535952.226480,759000.000000000,1716658.000000000
1694535952.345034,760000.000000000,1844057.000000000
1694535952.465675,761000.000000000,1731294.000000000
1694535953.061380,766000.000000000,1913121.000000000
1694535953.154581,767000.000000000,1655667.000000000
1694535953.246189,768000.000000000,1831140.000000000
1694535953.338214,769000.000000000,1985311.000000000
1694535953.539684,771000.000000000,1686085.000000000
1694535953.647130,772000.000000000,1657126.000000000
1694535953.761629,773000.000000000,1657647.000000000
1694535953.887221,774000.000000000,1687387.000000000
1694535954.016761,775000.000000000,1676241.000000000
1694535954.149122,776000.000000000,1692959.000000000
1694535954.281251,777000.000000000,1709887.000000000
1694535954.409525,778000.000000000,1725773.000000000
1694535955.071601,783000.000000000,6400162.000000000
1694535955.201794,784000.000000000,1691085.000000000
1694535955.309416,785000.000000000,1713533.000000000
1694535955.402080,786000.000000000,1617697.000000000
1694535955.500950,787000.000000000,1676189.000000000
1694535955.606600,788000.000000000,1854422.000000000
1694535955.716751,789000.000000000,1710876.000000000
1694535955.835932,790000.000000000,1926559.000000000
1694535955.955406,791000.000000000,1727960.000000000
1694535956.079943,792000.000000000,1739054.000000000
1694535956.206327,793000.000000000,1674366.000000000
1694535956.339095,794000.000000000,2026250.000000000
1694535956.548379,796000.000000000,1689574.000000000
1694535956.648073,797000.000000000,1741815.000000000
1694535956.755294,798000.000000000,1809837.000000000
1694535956.868705,799000.000000000,1661604.000000000
1694535956.983687,800000.000000000,1724888.000000000
1694535957.098706,801000.000000000,1691918.000000000
1694535957.215406,802000.000000000,1769420.000000000
1694535957.343393,803000.000000000,1745149.000000000
1694535957.461777,804000.000000000,1761815.000000000
1694535957.582696,805000.000000000,2047240.000000000
1694535958.086166,809000.000000000,1837598.000000000
1694535958.205432,810000.000000000,2565274.000000000
1694535958.323585,811000.000000000,1733116.000000000
1694535958.446378,812000.000000000,4692098.000000000
1694535958.565480,813000.000000000,5395449.000000000
1694535959.203603,818000.000000000,2565950.000000000
1694535959.330955,819000.000000000,5918639.000000000
1694535959.460244,820000.000000000,2636837.000000000
1694535959.588011,821000.000000000,6002288.000000000
1694535959.720449,822000.000000000,3929735.000000000
1694535960.335400,827000.000000000,1775411.000000000
1694535960.436440,828000.000000000,2016615.000000000
1694535960.537314,829000.000000000,2762051.000000000
1694535960.640094,830000.000000000,2751791.000000000
1694535960.746980,831000.000000000,3119717.000000000
1694535960.843940,832000.000000000,3058569.000000000
1694535961.081535,834000.000000000,1771877.000000000
1694535961.201100,835000.000000000,2098449.000000000
1694535961.334491,836000.000000000,2310903.000000000
1694535961.475666,837000.000000000,2832117.000000000
1694535961.615641,838000.000000000,1989019.000000000
1694535961.775961,839000.000000000,9077722.000000000
1694535961.912937,840000.000000000,1773699.000000000
1694535962.063403,841000.000000000,6030129.000000000
1694535962.897140,847000.000000000,1729583.000000000
1694535963.040050,848000.000000000,1929225.000000000
1694535963.185596,849000.000000000,1756668.000000000
1694535963.334094,850000.000000000,2018238.000000000
1694535963.693083,853000.000000000,2678154.000000000
1694535963.803987,854000.000000000,2637684.000000000
1694535963.918498,855000.000000000,1738542.000000000
1694535964.040133,856000.000000000,1942141.000000000
1694535964.169604,857000.000000000,2046676.000000000
1694535964.311221,858000.000000000,2006935.000000000
1694535964.446685,859000.000000000,1709426.000000000
1694535964.582283,860000.000000000,1945632.000000000
1694535964.729639,861000.000000000,2157408.000000000
1694535964.872205,862000.000000000,2087927.000000000
1694535965.437416,866000.000000000,1732500.000000000
1694535965.576994,867000.000000000,1830576.000000000
1694535965.874368,869000.000000000,4952702.000000000
1694535966.004530,870000.000000000,1941257.000000000
1694535966.141859,871000.000000000,1876723.000000000
1694535966.876805,876000.000000000,1935996.000000000
1694535967.011434,877000.000000000,2107720.000000000
1694535967.146343,878000.000000000,1906880.000000000
1694535967.562198,881000.000000000,2156003.000000000
1694535967.821133,883000.000000000,2137252.000000000
1694535968.063198,885000.000000000,1966882.000000000
1694535968.170237,886000.000000000,2097928.000000000
1694535968.278013,887000.000000000,2287256.000000000
1694535968.530531,889000.000000000,1802398.000000000
1694535968.656679,890000.000000000,2251943.000000000
1694535968.779090,891000.000000000,1826878.000000000
1694535968.904855,892000.000000000,1824378.000000000
1694535969.031148,893000.000000000,1831201.000000000
1694535969.158687,894000.000000000,1782242.000000000
1694535969.287285,895000.000000000,2120272.000000000
1694535969.419005,896000.000000000,5598971.000000000
1694535969.969965,900000.000000000,2744249.000000000
1694535970.123791,901000.000000000,6290866.000000000
1694535970.270529,902000.000000000,2757062.000000000
1694535970.407574,903000.000000000,1905891.000000000
1694535970.560646,904000.000000000,2098397.000000000
1694535970.706666,905000.000000000,5571001.000000000
1694535971.446756,910000.000000000,1861410.000000000
1694535971.604153,911000.000000000,2789355.000000000
1694535971.741931,912000.000000000,1880369.000000000
1694535971.899706,913000.000000000,2863420.000000000
1694535972.041939,914000.000000000,5589074.000000000
1694535972.774425,919000.000000000,1814065.000000000
1694535972.889891,920000.000000000,3116240.000000000
1694535973.000386,921000.000000000,2179180.000000000
1694535973.113016,922000.000000000,1852504.000000000
1694535973.224588,923000.000000000,1969486.000000000
1694535973.488911,925000.000000000,1953444.000000000
1694535973.648114,926000.000000000,4668942.000000000
1694535973.780301,927000.000000000,1875629.000000000
1694535973.927515,928000.000000000,1979331.000000000
1694535974.082526,929000.000000000,1950319.000000000
1694535974.243020,930000.000000000,2844721.000000000
